anahtar,grup,turkce,ingilizce,nerede
tc9d62be8,sunucu,"{0} henüz bitmedi ({1}/{2} {3}).","{0} is not finished yet ({1}/{2} {3}).","apps/api/src/routes/sefer.ts:124"
tf4b312be,sunucu,"{0} için {1} altın gerekiyor, {2} altının var.","{0} requires {1} gold, you have {2} gold.","apps/api/src/routes/generals.ts:66"
t232fd16e,sunucu,"{0} ile pakt feshedildi.","Pact with {0} dissolved.","apps/api/src/routes/ittifak.ts:1259"
ta76946fb,sunucu,"{0} ile pakt kuruldu.","Pact established with {0}.","apps/api/src/routes/ittifak.ts:1257"
teb26cc7c,sunucu,"{0} ile saldırmazlık paktı yürürlükte.","Non-aggression pact with {0} is in effect.","apps/api/src/routes/ittifak.ts:280"
t1c74170c,sunucu,"{0} ile saldırmazlık paktın var.","You have a non-aggression pact with {0}.","apps/api/src/routes/map.ts:227"
tb00be4bb,sunucu,"{0} inşa gerektirmiyor.","{0} does not require construction.","apps/api/src/routes/sehir.ts:171"
t23fa55c5,sunucu,"{0} ittifağı kurdu.","Founded the {0} alliance.","apps/api/src/routes/ittifak.ts:476"
t599e965f,sunucu,"{0} ittifakın hedefini {1} olarak işaretledi.","{0} marked the alliance target as {1}.","apps/api/src/routes/ittifak.ts:759"
t8ccb6e59,sunucu,"{0} ittifakına kabul edildin.","You were accepted into the {0} alliance.","apps/api/src/routes/ittifak.ts:1164"
tb280b5d3,sunucu,"{0} ittifakına katıldı.","Joined the {0} alliance.","apps/api/src/routes/ittifak.ts:534"
t9669a6af,sunucu,"{0} ittifakından ayrıldı.","Left the {0} alliance.","apps/api/src/routes/ittifak.ts:596"
t94b1ad61,sunucu,"{0} ittifakından çıkarıldı.","Kicked from the {0} alliance.","apps/api/src/routes/ittifak.ts:802"
t9b853237,sunucu,"{0} ittifakının liderliği sana geçti.","Leadership of the {0} alliance passed to you.","apps/api/src/routes/ittifak.ts:586"
t95169f36,sunucu,"{0} ittifaktan çıkarıldı.","{0} was kicked from the alliance.","apps/api/src/routes/ittifak.ts:798"
t1fbe3442,sunucu,"{0} ittifaktan yeni ayrılmış, {1} saat daha giremez.","{0} has just left an alliance and cannot join for another {1} hours.","apps/api/src/routes/ittifak.ts:1142"
tc84e1ceb,sunucu,"{0} katıldı.","{0} joined.","apps/api/src/routes/ittifak.ts:528"
t83307e55,sunucu,"{0} keşfedildi. Garnizonu ve deposu artık görünüyor.","{0} scouted. Its garrison and storage are now visible.","apps/api/src/services/queue.ts:535"
tf4bc7b6e,sunucu,"{0} limitine ulaştın.","Reached {0} limit.","apps/api/src/errors.ts:24"
ta229fd50,sunucu,"{0} pakt teklifini kapattı.","{0} closed the pact offer.","apps/api/src/routes/ittifak.ts:1588"
t3d8681d2,sunucu,"{0} paktı feshetti. Pakt {1} saat sonra sona eriyor.","{0} dissolved the pact. The pact expires in {1} hours.","apps/api/src/routes/ittifak.ts:1628"
t7cff0ab1,sunucu,"{0} saldırıya uğradı","{0} was attacked","apps/api/src/services/march.ts:1059"
t04eb1b24,sunucu,"{0} saldırıya uğradı ve kaybedildi.","{0} was attacked and lost.","apps/api/src/services/march.ts:878"
tca7ad6b6,sunucu,"{0} saldırmazlık paktı teklif etti.","{0} offered a non-aggression pact.","apps/api/src/routes/ittifak.ts:1531"
t024a1acb,sunucu,"{0} sana kaynak yolladı: ","{0} sent you resources: ","apps/api/src/services/ticaret.ts:112"
te1119699,sunucu,"{0} savaşta yaralandı, {1} saat dinlenecek.","{0} was wounded in battle, will rest for {1} hours.","apps/api/src/services/march.ts:298"
t1e3984d0,sunucu,"{0} savunuldu. Saldırı püskürtüldü.","{0} defended. Attack repelled.","apps/api/src/services/march.ts:880"
te4374485,sunucu,"{0} seviye {1} oldu.","{0} became level {1}.","apps/api/src/services/queue.ts:316 | apps/api/src/services/queue.ts:358"
t0f8cb839,sunucu,"{0} seviye atladı: Sv {1} → Sv {2}. Pasifi artık %{3} daha güçlü.","{0} leveled up: Lvl {1} → Lvl {2}. Its passive is now {3}% stronger.","apps/api/src/services/march.ts:285"
t73cd9608,sunucu,"{0} üyesine saldıramazsın.","You cannot attack a member of {0}.","apps/api/src/routes/map.ts:218"
t4b5936be,sunucu,"{0} veya daha fazla seviye altındaki lorda saldıramazsın.","You cannot attack a lord {0} or more levels below you.","apps/api/src/routes/map.ts:252"
t66b1afbf,sunucu,"{0} yağmalandı ama elinde kaldı. Bölge {1} saat koruma altında — garnizonu bu arada tazele.","{0} was looted but remains yours. The region is under protection for {1} hours — refresh the garrison in the meantime.","apps/api/src/services/march.ts:879"
t23ccda34,sunucu,"{0} yaralı asker iyileşti, orduna katıldı.","{0} wounded soldiers healed and joined your army.","apps/api/src/services/queue.ts:389"
t218dfa73,sunucu,"{0} Yaşlı oldu.","{0} became an Elder.","apps/api/src/routes/ittifak.ts:1847"
t4bbe2f22,sunucu,"{0} Yaşlı rütbesini kaybetti.","{0} lost the Elder rank.","apps/api/src/routes/ittifak.ts:1847"
t12f9a857,sunucu,"{0}, {1} üzerine göz dikti.","{0} set their sights on {1}.","apps/api/src/routes/map.ts:1416"
tf6cc8850,sunucu,"{0}{1} bölgene {2} birim takviye geldi.","{2} reinforcement units arrived at your {0}{1} region.","apps/api/src/services/march.ts:526"
t6697ea49,sunucu,"Akın başarılı: {0} altın, {1} demir{2} getirdin.","Raid successful: you brought {0} gold, {1} iron{2}.","apps/api/src/services/akin.ts:229"
t727e50b0,sunucu,"Akın başarısız: grubu düşüremedin, kalan askerin döndü.","Raid failed: you couldn't defeat the group, your remaining troops returned.","apps/api/src/services/akin.ts:232"
tef24ea7b,sunucu,"Akın grubu","Raid group","apps/api/src/routes/akin.ts:189 | apps/api/src/routes/akin.ts:219"
t86efa41b,sunucu,"Akın haritası","Raid map","apps/api/src/routes/akin.ts:188 | apps/api/src/routes/akin.ts:218"
tbe1eee4b,sunucu,"Akın henüz sonuçlanmadı.","Raid has not concluded yet.","apps/api/src/routes/akin.ts:371"
tda37ec1b,sunucu,"Altıncı","Sixth","apps/api/src/services/world.ts:20"
t64df9d10,sunucu,"Aynı anda en fazla {0} {1} kuyruğu","Maximum of {0} {1} queues at once","apps/api/src/services/queue.ts:205"
t969d2e54,sunucu,"Aynı anda en fazla {0} akın","Maximum of {0} raids at once","apps/api/src/routes/akin.ts:257"
t1e7abb3f,sunucu,"Aynı anda en fazla {0} takviye tutabilirsin. Elçiliğini yükselt.","You can hold at most {0} reinforcements at once. Upgrade your embassy.","apps/api/src/routes/map.ts:778"
t33676df1,sunucu,"Aynı anda en fazla {0} yürüyüş. Ordularından biri dönene kadar bekle","At most {0} marches at once. Wait until one of your armies returns","apps/api/src/routes/map.ts:1142"
t530e3bfe,sunucu,"Aynı harfi arka arkaya bu kadar tekrarlayamazsın.","You cannot repeat the same letter in a row this many times.","apps/api/src/services/adDenetimi.ts:120"
t6572aba8,sunucu,"Bağış için kaynak seç.","","apps/api/src/routes/medeniyet.ts:147"
t4c97b297,sunucu,"Bağlantı geçersiz ya da süresi dolmuş. Yeniden sıfırlama iste.","Link is invalid or expired. Request a reset again.","apps/api/src/routes/auth.ts:326"
tf9754a95,sunucu,"Başkentin düştü","Your capital fell","apps/api/src/services/lord.ts:707"
ta3ff14a1,sunucu,"Başvuru","Application","apps/api/src/routes/ittifak.ts:1023 | apps/api/src/routes/ittifak.ts:1097"
t3e65b797,sunucu,"başvuruyla","by application","apps/api/src/routes/ittifak.ts:907"
t5ac47aa2,sunucu,"Beşinci","Fifth","apps/api/src/services/world.ts:19"
t94c7db79,sunucu,"Bildirimler açık değil.","Notifications are not turned on.","apps/api/src/routes/push.ts:78"
t1f844892,sunucu,"Bildirimler açık. Ordun döndüğünde haberin olacak.","Notifications are on. You will be notified when your army returns.","apps/api/src/routes/push.ts:83"
t0db59094,sunucu,"Bildirimler bu sunucuda açık değil.","Notifications are not enabled on this server.","apps/api/src/routes/push.ts:47"
t63648729,sunucu,"Bilinmeyen bir lord","An unknown lord","apps/api/src/services/march.ts:1055"
t1e4ee87b,sunucu,"bilinmeyen bölge","unknown region","apps/api/src/routes/dunya.ts:231"
tc9bf8e6b,sunucu,"bilinmeyen ittifak","unknown alliance","apps/api/src/routes/ittifak.ts:1254"
tb724b5e4,sunucu,"Bir ittifakta değilsin.","You are not in an alliance.","apps/api/src/routes/ittifak.ts:1191 | apps/api/src/routes/ittifak.ts:1466 | apps/api/src/routes/ittifak.ts:1648 | apps/api/src/routes/ittifak.ts:1693 | apps/api/src/routes/ittifak.ts:232 | apps/api/src/routes/ittifak.ts:305 | apps/api/src/routes/ittifak.ts:549 | apps/api/src/routes/ittifak.ts:616 | apps/api/src/routes/ittifak.ts:664 | apps/api/src/routes/ittifak.ts:709 | apps/api/src/routes/ittifak.ts:779"
t2ffdc779,sunucu,"Birinci","First","apps/api/src/services/world.ts:15"
tda607101,sunucu,"Boş mesaj gönderilemez.","Empty message cannot be sent.","apps/api/src/services/mesajDenetimi.ts:26"
t321b4fa9,sunucu,"Bölge {0}","","apps/api/src/services/medeniyet.ts:226"
td2eaf526,sunucu,"Bölge el değiştirdi.","Region changed hands.","apps/api/src/services/march.ts:1068"
t78a330c7,sunucu,"Bölge ele geçirildi","Region captured","apps/api/src/services/lord.ts:709"
tb08bcfd6,sunucu,"Bölge limitin dolu ({0}/{1}). Kazansan bile bölgeyi alamazsın, sadece yağmalarsın.","Your region limit is full ({0}/{1}). Even if you win, you cannot take the region, you will only loot it.","apps/api/src/routes/map.ts:1227"
t68b70044,sunucu,"Bölge senin.","The region is yours.","apps/api/src/services/march.ts:1002"
t6d29f03b,sunucu,"Bölge zaten en üst seviyede.","The region is already at the max level.","apps/api/src/routes/map.ts:645"
t901ec29a,sunucu,"Böyle bir akın yok.","No such raid.","apps/api/src/routes/akin.ts:415"
ta73cae87,sunucu,"Böyle bir araştırma yok.","No such research exists.","apps/api/src/routes/arastirma.ts:113 | apps/api/src/routes/arastirma.ts:84"
t13f570eb,sunucu,"Böyle bir bina yok.","No such building exists.","apps/api/src/routes/sehir.ts:169"
tcc614fc4,sunucu,"Böyle bir diyar yok.","No such realm.","apps/api/src/routes/auth.ts:162"
t9da35381,sunucu,"Böyle bir inşaat yok.","No such construction exists.","apps/api/src/routes/sehir.ts:266"
td480bfce,sunucu,"Bu ad ayrılmış. Başka bir ad seç.","This name is reserved. Choose another name.","apps/api/src/services/adDenetimi.ts:115"
ta8e4a826,sunucu,"Bu ad kullanılamaz.","This name cannot be used.","apps/api/src/routes/auth.ts:191 | apps/api/src/routes/ittifak.ts:427"
t4efc0763,sunucu,"Bu ad kullanılamaz. Başka bir ad seç.","This name cannot be used. Choose another name.","apps/api/src/services/adDenetimi.ts:110 | apps/api/src/services/adDenetimi.ts:99"
t0a2ef68f,sunucu,"Bu akın çoktan bitti.","This raid has already ended.","apps/api/src/routes/akin.ts:416"
td2f98d0e,sunucu,"Bu akın zaten varmış, çözülmesini bekle.","This raid has already arrived — wait for it to resolve.","apps/api/src/routes/akin.ts:421"
tdf04e28b,sunucu,"Bu akını erkene almak {0} elmas. Sende {1} var.","Rushing this raid costs {0} diamonds. You have {1}.","apps/api/src/routes/akin.ts:431"
tf38c385e,sunucu,"Bu araştırma zaten tamamlandı.","This research is already completed.","apps/api/src/routes/arastirma.ts:86"
t4daafbf8,sunucu,"Bu başvuru zaten karara bağlanmış.","This application has already been decided.","apps/api/src/routes/ittifak.ts:1099"
t79552d97,sunucu,"Bu birleşme zaten uygulanmış.","This merge has already been applied.","apps/api/src/services/birlesme.ts:237"
t285dc203,sunucu,"Bu bölge koruma altında ({0}).","This region is under protection ({0}).","apps/api/src/routes/map.ts:236"
t755a7406,sunucu,"Bu bölge senin değil.","This region is not yours.","apps/api/src/routes/map.ts:1305"
t1fdaed47,sunucu,"Bu bölgede askerin yok.","You have no troops in this region.","apps/api/src/routes/map.ts:857"
teb7b0eae,sunucu,"Bu bölgeye {0} saat içinde tekrar saldıramazsın.","You cannot attack this region again within {0} hours.","apps/api/src/routes/map.ts:271"
t31fd3808,sunucu,"Bu çekirdek azami seviyede.","","apps/api/src/routes/medeniyet.ts:171"
t55f4b6a0,sunucu,"Bu e-posta zaten kayıtlı.","This email is already registered.","apps/api/src/routes/auth.ts:195"
t62da57e4,sunucu,"Bu eşya zaten en üst seviyede.","This item is already at the max level.","apps/api/src/routes/items.ts:147"
td9a29bc1,sunucu,"Bu etiket alınmış.","This tag is taken.","apps/api/src/routes/ittifak.ts:457"
t0f68c4b9,sunucu,"Bu general kadronda değil.","This general is not in your roster.","apps/api/src/routes/generals.ts:104"
t666ddb82,sunucu,"Bu general zaten kadronda.","This general is already in your roster.","apps/api/src/routes/generals.ts:61"
ta0762f35,sunucu,"Bu grup henüz toparlanmadı. Yenilenmesini bekle.","This group has not recovered yet. Wait for it to replenish.","apps/api/src/routes/akin.ts:286"
t13668100,sunucu,"Bu haftanın seferini zaten aldın.","You already claimed this week's campaign.","apps/api/src/routes/sefer.ts:118 | apps/api/src/routes/sefer.ts:162"
td08231b1,sunucu,"Bu harita henüz açık değil.","This map is not open yet.","apps/api/src/routes/akin.ts:276"
t6672b319,sunucu,"Bu hat zaten en üst seviyede.","This line is already at the max level.","apps/api/src/routes/army.ts:201"
t7841b178,sunucu,"Bu işlem için yetkin yok.","You do not have permission for this action.","apps/api/src/errors.ts:16"
t6a874cd5,sunucu,"Bu ittifak adı alınmış.","This alliance name is taken.","apps/api/src/routes/ittifak.ts:457"
tffc5910f,sunucu,"Bu ittifakla zaten paktın var.","You already have a pact with this alliance.","apps/api/src/routes/ittifak.ts:1504"
t7c2cd60c,sunucu,"Bu lord adı alınmış.","This lord name is taken.","apps/api/src/routes/auth.ts:198"
t93fec181,sunucu,"Bu pakt zaten feshediliyor.","This pact is already being dissolved.","apps/api/src/routes/ittifak.ts:1612"
t432b4daf,sunucu,"Bu şikâyet zaten karara bağlanmış.","This report has already been decided.","apps/api/src/routes/moderasyon.ts:275"
t1a13bc53,sunucu,"Bu teklif artık açık değil.","This offer is no longer open.","apps/api/src/routes/ittifak.ts:1546 | apps/api/src/routes/ittifak.ts:1582"
t14d7d3bd,sunucu,"Bu yürüyüş zaten tamamlandı.","This march is already completed.","apps/api/src/routes/map.ts:1240"
t7d39deab,sunucu,"Bugünlük bağış hakkın bitti ({0}). Yarın tekrar.","Your donation allowance for today is over ({0}). Try again tomorrow.","apps/api/src/routes/ittifak.ts:1700"
tea1021b9,sunucu,"Bugünün ödülünü zaten aldın.","You already claimed today's reward.","apps/api/src/routes/gunluk.ts:118 | apps/api/src/routes/gunluk.ts:181"
te3f87bb7,sunucu,"Bulunamadı.","Not found.","apps/api/src/services/moderasyon.ts:26"
t9888fef8,sunucu,"Burası aynı medeniyetten bir lordun toprağı.","","apps/api/src/routes/map.ts:203"
t0739893c,sunucu,"Burası bir medeniyetin çekirdeği — ele geçirilemez.","","apps/api/src/routes/map.ts:152"
t22a3a644,sunucu,"Burası bir yerleşim değil. Başkentin bir köy, şehir ya da kale olabilir.","This is not a settlement. Your capital can be a village, city, or citadel.","apps/api/src/routes/sehir.ts:237"
t969238b7,sunucu,"Burası senin bölgen; garnizonu garnizon ekranından düzenle.","This is your region; manage the garrison from the garrison screen.","apps/api/src/routes/map.ts:847"
t85b9c34d,sunucu,"Burası senin değil.","This is not yours.","apps/api/src/routes/sehir.ts:233"
t15078913,sunucu,"Çekirdek","","apps/api/src/routes/medeniyet.ts:167"
t4f5adcbf,sunucu,"Çok hızlı şikâyet ediyorsun. {0} saniye bekle.","You are reporting too fast. Wait {0} seconds.","apps/api/src/routes/moderasyon.ts:127"
t07a010f1,sunucu,"Çok hızlı yazıyorsun. {0} saniye bekle.","You are typing too fast. Wait {0} seconds.","apps/api/src/routes/ittifak.ts:677"
t46b749aa,sunucu,"Dağıtılacak puan belirtmedin.","You did not specify points to distribute.","apps/api/src/routes/me.ts:195"
t6d6945d3,sunucu,"Diyarlar birleşti: {0} lord geldi. Taht sahipsiz — ilk alan Diyarın Lordu olur.","The realms have merged: {0} lords arrived. The throne is unowned — whoever takes it first becomes Lord of the Realm.","apps/api/src/services/birlesme.ts:451"
tde046dbf,sunucu,"Dizilim 16 kare olmalı.","Formation must be 16 squares.","apps/api/src/routes/akin.ts:55 | apps/api/src/routes/map.ts:79 | apps/api/src/routes/me.ts:38"
tbf2e9855,sunucu,"Dokuzuncu","Ninth","apps/api/src/services/world.ts:23"
t26879f91,sunucu,"Donanım hattı","Gear line","apps/api/src/routes/army.ts:198"
tab7705b1,sunucu,"Dönüş yürüyüşü geri çağrılamaz.","A return march cannot be recalled.","apps/api/src/routes/map.ts:1245"
teff33b64,sunucu,"Dördüncü","Fourth","apps/api/src/services/world.ts:18"
t8bad7b30,sunucu,"Duyuru güncellendi.","Announcement updated.","apps/api/src/routes/ittifak.ts:1797"
tf7049390,sunucu,"Duyuru kaldırıldı.","Announcement removed.","apps/api/src/routes/ittifak.ts:1797"
t075455aa,sunucu,"E-posta (log taşıyıcısı)","Email (log carrier)","apps/api/src/services/eposta.ts:61"
t1ae040d6,sunucu,"E-posta gönderildi","Email sent","apps/api/src/services/eposta.ts:56"
t44fe3ed5,sunucu,"E-posta gönderilemedi","Email could not be sent","apps/api/src/services/eposta.ts:63"
tc0e0b6c1,sunucu,"E-posta gönderilemedi ({0}): {1}","Email could not be sent ({0}): {1}","apps/api/src/services/eposta.ts:41"
tc88167e9,sunucu,"E-posta veya parola hatalı.","Email or password incorrect.","apps/api/src/routes/auth.ts:265"
t61d3205f,sunucu,"En fazla {0} yaşlı olabilir. Önce birinin rütbesini almalısın.","There can be at most {0} elders. You must demote someone first.","apps/api/src/routes/ittifak.ts:1832"
t99f8a247,sunucu,"Eşya","Item","apps/api/src/routes/items.ts:115 | apps/api/src/routes/items.ts:145 | apps/api/src/routes/items.ts:168"
tc3dc0d24,sunucu,"Evde o kadar birimin yok.","You don't have that many units at home.","apps/api/src/routes/army.ts:159"
tb8839a3a,sunucu,"Evde yeterli {0} yok.","Not enough {0} at home.","apps/api/src/routes/akin.ts:91 | apps/api/src/routes/map.ts:107 | apps/api/src/routes/map.ts:927"
te94bbc00,sunucu,"Geçerli bir e-posta gir.","Enter a valid email.","apps/api/src/routes/auth.ts:38"
tfe3021a2,sunucu,"Geçersiz anahtar.","Invalid key.","apps/api/src/routes/olcum.ts:192"
t5561fd0b,sunucu,"General","General","apps/api/src/routes/generals.ts:54"
tf9f26e6c,sunucu,"Geri çağırma süresi doldu. Yürüyüşün ilk %25'inde geri çağırabilirsin.","Recall time expired. You can recall during the first 25% of the march.","apps/api/src/routes/map.ts:1249"
t4bd8515e,sunucu,"Giriş yapman gerekiyor.","You need to log in.","apps/api/src/auth.ts:24"
t771009c5,sunucu,"Gönderilemez.","Cannot be sent.","apps/api/src/routes/ticaret.ts:77"
t96080875,sunucu,"Günlük {0} saldırı","Daily {0} attacks","apps/api/src/routes/map.ts:165"
t31d845c5,sunucu,"Hedef koruma altında.","Target is under protection.","apps/api/src/errors.ts:23"
te14b30b4,sunucu,"Henüz açılmadı.","Not unlocked yet.","apps/api/src/routes/arastirma.ts:90"
ta53cdd1e,sunucu,"Henüz oyuncu yok.","No players yet.","apps/api/src/routes/olcum.ts:207"
ta305cce8,sunucu,"herkese açık","open to everyone","apps/api/src/routes/ittifak.ts:907"
t94408dab,sunucu,"İkinci","Second","apps/api/src/services/world.ts:16"
td2d3a0a7,sunucu,"İşin bitti","You're done","apps/api/src/services/lord.ts:710"
t75da2234,sunucu,"İttifak arması değişti.","Alliance crest changed.","apps/api/src/routes/ittifak.ts:843"
td286be2a,sunucu,"İttifak başvurun kabul edilmedi.","Your alliance application was not accepted.","apps/api/src/routes/ittifak.ts:1111"
tfb810908,sunucu,"İttifak kurmak {0} altın tutuyor, {1} altının var.","Founding an alliance costs {0} gold, you have {1} gold.","apps/api/src/routes/ittifak.ts:442"
tc4ef09fd,sunucu,"İttifak sohbetinde {0} susturuldun. Sebep: {1}","You were muted in the alliance chat for {0}. Reason: {1}","apps/api/src/routes/moderasyon.ts:302"
t52231a33,sunucu,"İttifakın","Your alliance","apps/api/src/routes/map.ts:218"
t476d36dc,sunucu,"İttifakında Yaşlı oldun.","You became an Elder in your alliance.","apps/api/src/routes/ittifak.ts:1855"
taaa9a7ea,sunucu,"İttifakındaki Yaşlı rütben alındı.","Your Elder rank in your alliance was revoked.","apps/api/src/routes/ittifak.ts:1855"
tb15d50e9,sunucu,"İttifaktan yeni ayrıldın. {0} saat sonra girebilirsin.","You just left an alliance. You can join in {0} hours.","apps/api/src/routes/ittifak.ts:1335"
t8f1e61bf,sunucu,"İttifaktan yeni ayrıldın. {0} saat sonra yeni bir ittifağa başvurabilirsin.","You have just left an alliance. You can apply to a new one in {0} hours.","apps/api/src/routes/ittifak.ts:958"
t96bb795c,sunucu,"İttifaktan yeni ayrıldın. {0} saat sonra yeni bir ittifağa girebilirsin.","You have just left an alliance. You can join a new one in {0} hours.","apps/api/src/routes/ittifak.ts:501"
tdfb3274c,sunucu,"Karar uygulanamaz.","Decision cannot be applied.","apps/api/src/routes/moderasyon.ts:280"
t0bab1641,sunucu,"Karşı ittifak","Opposing alliance","apps/api/src/routes/map.ts:227"
tcf0147c8,sunucu,"Katılım: {0}","Joining: {0}","apps/api/src/routes/ittifak.ts:907"
te9e345c9,sunucu,"Kaynağın yetmiyor.","","apps/api/src/routes/medeniyet.ts:161"
t8a322ea6,sunucu,"Kaynak yalnız ittifak üyelerine gönderilebilir.","Resources can only be sent to alliance members.","apps/api/src/routes/ticaret.ts:61"
tda2e5409,sunucu,"Kendi bölgene garnizon koy, takviye gönderme.","Place a garrison in your own region, do not send reinforcements.","apps/api/src/routes/map.ts:736"
t2846312f,sunucu,"Kendi bölgene saldıramazsın.","You cannot attack your own region.","apps/api/src/routes/map.ts:169"
tced00e51,sunucu,"Kendi bölgeni keşfetmene gerek yok.","You don't need to scout your own region.","apps/api/src/routes/map.ts:676"
t2151cf3f,sunucu,"Kendi mesajını şikâyet edemezsin.","You cannot report your own message.","apps/api/src/routes/moderasyon.ts:113"
tad9f0652,sunucu,"Kendi rütbeni değiştiremezsin.","You cannot change your own rank.","apps/api/src/routes/ittifak.ts:1819"
t3adae11a,sunucu,"Kendi teklifini kabul edemezsin.","You cannot accept your own offer.","apps/api/src/routes/ittifak.ts:1550"
ta36df99b,sunucu,"Kendine kaynak gönderemezsin.","You cannot send resources to yourself.","apps/api/src/routes/ticaret.ts:44"
tadc5eb20,sunucu,"Kendini çıkaramazsın; ayrılmak için ""Ayrıl"" kullan.","You cannot kick yourself; use ""Leave"" to leave.","apps/api/src/routes/ittifak.ts:784"
t4533a4b2,sunucu,"Kendini şikâyet edemezsin.","You cannot report yourself.","apps/api/src/routes/rankings.ts:262"
te42a8968,sunucu,"Komuta kapasiten yetmiyor. Boş yer: {0}, gereken: {1}. Liderlik statını artır ya da daha az birim eğit.","Your command capacity is not enough. Vacant: {0}, required: {1}. Increase your Leadership stat or train fewer units.","apps/api/src/routes/army.ts:102"
t75541e19,sunucu,"Kuşandığın eşyayı satamazsın.","You cannot sell an equipped item.","apps/api/src/routes/items.ts:169"
te3f42fc4,sunucu,"Lord adı en az 3 harf içermeli.","Lord name must contain at least 3 letters.","apps/api/src/services/adDenetimi.ts:95"
t1f39c212,sunucu,"Lord adı en az 3 karakter olmalı.","Lord name must be at least 3 characters.","apps/api/src/routes/auth.ts:42"
te600421c,sunucu,"Lord adı en fazla 20 karakter olabilir.","Lord name can be at most 20 characters.","apps/api/src/routes/auth.ts:43"
t902efbf7,sunucu,"Lord adında geçersiz karakter var.","Lord name contains invalid characters.","apps/api/src/routes/auth.ts:44"
t12a0a254,sunucu,"Lord bulunamadı: {0}","Lord not found: {0}","apps/api/src/services/march.ts:94"
t18e74291,sunucu,"Lordlar Çağı — {0}","Age of Lords — {0}","apps/api/src/services/march.ts:1064"
t67e8558e,sunucu,"Lordlar Çağı — parola sıfırlama","Age of Lords — password reset","apps/api/src/routes/auth.ts:302"
t20970dae,sunucu,"Lordun yaralı. {0} tarihine kadar saldıramazsın.","Your lord is wounded. You cannot attack until {0}.","apps/api/src/errors.ts:19"
t038c1bd9,sunucu,"Medeniyet bulunamadı.","","apps/api/src/services/medeniyet.ts:412"
t0bcab1db,sunucu,"Medeniyet satırı bulunamadı: {0}","","apps/api/src/services/medeniyet.ts:149"
t9926804f,sunucu,"Medeniyetin yok.","","apps/api/src/routes/medeniyet.ts:159"
tfe3e1797,sunucu,"Mesaj","Message","apps/api/src/routes/moderasyon.ts:103 | apps/api/src/routes/moderasyon.ts:111"
t5e499c35,sunucu,"Mesaj gönderilemez.","Message cannot be sent.","apps/api/src/routes/ittifak.ts:657"
te3021106,sunucu,"Mesajın uygunsuz bir kelime içeriyor.","Your message contains an inappropriate word.","apps/api/src/services/mesajDenetimi.ts:34"
tce11ff0b,sunucu,"Mevcut parola hatalı.","Current password incorrect.","apps/api/src/routes/me.ts:318"
tb5017c4f,sunucu,"Mevcut parolanı gir.","Enter your current password.","apps/api/src/routes/me.ts:57"
t4a240541,sunucu,"miğfer","helmet","apps/api/src/services/akin.ts:53"
t92c99a9e,sunucu,"O diyar doldu. Başka bir diyar seç.","That realm is full. Pick another one.","apps/api/src/routes/auth.ts:177"
tb209b8d4,sunucu,"Onay metnini birebir yazman gerekiyor.","You must type the confirmation text exactly.","apps/api/src/routes/me.ts:64"
tc2bfa5ef,sunucu,"Onuncu","Tenth","apps/api/src/services/world.ts:24"
t36f7c30f,sunucu,"Ordu boş.","Army is empty.","apps/api/src/routes/map.ts:1123 | apps/api/src/routes/map.ts:972"
tb12c7fd3,sunucu,"Ordu donanımı yükseldi: {0} seviye {1}.","Army gear upgraded: {0} level {1}.","apps/api/src/services/queue.ts:301"
te5856115,sunucu,"Ordun eve döndü","Your army returned home","apps/api/src/services/lord.ts:708"
t69d0d616,sunucu,"Ordun eve döndü ({0} birim){1}.","Your army returned home ({0} units){1}.","apps/api/src/services/march.ts:476"
t24ff2633,sunucu,"Ortak hedef kaldırıldı.","Common target removed.","apps/api/src/routes/ittifak.ts:722"
tc9991460,sunucu,"Ortak hedef: {0}.","Common target: {0}.","apps/api/src/routes/ittifak.ts:749"
t6540798f,sunucu,"Önce üç görevi de bitir ({0}/{1}).","Finish all three quests first ({0}/{1}).","apps/api/src/routes/gunluk.ts:136"
td91f64e5,sunucu,"Pakt","Pact","apps/api/src/routes/ittifak.ts:241"
t0724dcdd,sunucu,"Parola en az 8 karakter olmalı.","Password must be at least 8 characters.","apps/api/src/routes/auth.ts:39 | apps/api/src/routes/auth.ts:63"
tdc156679,sunucu,"Parola hatalı.","Password incorrect.","apps/api/src/routes/me.ts:350"
t1f48c059,sunucu,"Parolanı sıfırlamak için {0} dakika içinde bu bağlantıyı aç:

{1}

Bu isteği sen yapmadıysan hiçbir şey yapmana gerek yok; parolan değişmedi.","To reset your password open this link within {0} minutes:

{1}

If you did not make this request you need to do nothing; your password has not changed.","apps/api/src/routes/auth.ts:303"
tea8d3f85,sunucu,"Sadece {0} general slotun var. Liderlik statını artır ya da Karargâh'ı yükselt.","You only have {0} general slots. Increase your Leadership stat or upgrade the Headquarters.","apps/api/src/routes/generals.ts:114"
t32fe7d29,sunucu,"Sadece {0} stat puanın var, {1} dağıtmaya çalıştın.","You only have {0} stat points, you tried to distribute {1}.","apps/api/src/routes/me.ts:204"
tfb73485d,sunucu,"Sahipsiz bölgenin garnizonu zaten görünüyor; casusa gerek yok.","Unowned region's garrison is already visible; no need for a spy.","apps/api/src/routes/map.ts:683"
t8b1e59db,sunucu,"Sahipsiz bölgeye takviye gönderilemez.","Reinforcements cannot be sent to an unowned region.","apps/api/src/routes/map.ts:739"
